nSim	inference	data	correct_inference	combination	param	median	q97_5	q2_5
318	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.94870811470212	1.1382860629363	0.7927974975456
318	homogeneous	heterogeneous	incorrect	flu	rSC	1.56745094155456	1.82930322572028	1.34511618011442
319	homogeneous	heterogeneous	incorrect	flu	alpha	0.00057066	0.00114947375	0.00014062425
319	homogeneous	heterogeneous	incorrect	flu	beta	0.454492917438928	0.524839083066273	0.392094991082682
319	homogeneous	heterogeneous	incorrect	flu	pInf	0.365230232958408	0.408349436628958	0.324360048887054
319	homogeneous	heterogeneous	incorrect	flu	rInfSC	1.03481052610048	1.23799025185818	0.86044972446959
319	homogeneous	heterogeneous	incorrect	flu	rSC	1.88011099010945	2.23466809627819	1.61005278980595
32	homogeneous	heterogeneous	incorrect	flu	alpha	0.000210203	0.000695256875	1.4360775e-05
32	homogeneous	heterogeneous	incorrect	flu	beta	0.5293742683044	0.604682055649417	0.458514528939981
32	homogeneous	heterogeneous	incorrect	flu	pInf	0.411026606123677	0.453751902609048	0.367777903368947
32	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.805600536225826	0.981612039272054	0.66806532866018
32	homogeneous	heterogeneous	incorrect	flu	rSC	1.5986136825457	1.89327251989316	1.35789624866023
320	homogeneous	heterogeneous	incorrect	flu	alpha	0.0002609045	0.00080607675	1.49315125e-05
320	homogeneous	heterogeneous	incorrect	flu	beta	0.545624698208477	0.628975272531756	0.472650950341136
320	homogeneous	heterogeneous	incorrect	flu	pInf	0.42052032914043	0.466862090282754	0.376652385537417
320	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.991778159451596	1.19763008473228	0.829181440306272
320	homogeneous	heterogeneous	incorrect	flu	rSC	1.51294864315218	1.76483527509888	1.28295263966073
321	homogeneous	heterogeneous	incorrect	flu	alpha	0.0004217945	0.00113884	4.316765e-05
321	homogeneous	heterogeneous	incorrect	flu	beta	0.549349740745173	0.625341582583336	0.479044186063825
321	homogeneous	heterogeneous	incorrect	flu	pInf	0.422674900575215	0.464921374902827	0.380624883316823
321	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.973449216424973	1.1611206013861	0.814847336112542
321	homogeneous	heterogeneous	incorrect	flu	rSC	1.58135018843369	1.82652488668207	1.363747737713
322	homogeneous	heterogeneous	incorrect	flu	alpha	9.478415e-05	0.000459272	3.39929875e-06
322	homogeneous	heterogeneous	incorrect	flu	beta	0.553757490157305	0.629892197787138	0.479990872866759
322	homogeneous	heterogeneous	incorrect	flu	pInf	0.425214004891385	0.467350781309966	0.381210912658204
322	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.919882809285028	1.10629869857909	0.771349211288888
322	homogeneous	heterogeneous	incorrect	flu	rSC	1.54741633660215	1.80279175859096	1.3312602407887
323	homogeneous	heterogeneous	incorrect	flu	alpha	9.53036e-05	0.0004387365	3.69190625e-06
323	homogeneous	heterogeneous	incorrect	flu	beta	0.523311500068982	0.602780834581051	0.457888738788573
323	homogeneous	heterogeneous	incorrect	flu	pInf	0.407444950478805	0.45271239809137	0.367382141622909
323	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.891027361613916	1.06772743057628	0.73603018607814
323	homogeneous	heterogeneous	incorrect	flu	rSC	1.68680430241487	1.99165202073128	1.44897711952073
324	homogeneous	heterogeneous	incorrect	flu	alpha	0.000247135	0.000798646375	1.5376925e-05
324	homogeneous	heterogeneous	incorrect	flu	beta	0.568696064053509	0.647468956076393	0.495704867983166
324	homogeneous	heterogeneous	incorrect	flu	pInf	0.433736671376161	0.476631227033075	0.390858599217298
324	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.890670235070743	1.07398697534365	0.747355039595929
324	homogeneous	heterogeneous	incorrect	flu	rSC	1.48916784023572	1.73492593886133	1.27644597144506
325	homogeneous	heterogeneous	incorrect	flu	alpha	0.000525023	0.00120962125	8.65908625e-05
325	homogeneous	heterogeneous	incorrect	flu	beta	0.533783105858814	0.604105722659982	0.460974427497517
325	homogeneous	heterogeneous	incorrect	flu	pInf	0.413617578376156	0.453436992334968	0.369331190063894
325	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.922509225092251	1.10157291582917	0.766791201308396
325	homogeneous	heterogeneous	incorrect	flu	rSC	1.57833404065668	1.86149736964071	1.34137039880259
326	homogeneous	heterogeneous	incorrect	flu	alpha	0.000308362	0.000845664	2.213145e-05
326	homogeneous	heterogeneous	incorrect	flu	beta	0.587662552921811	0.668648080665927	0.512890641957542
326	homogeneous	heterogeneous	incorrect	flu	pInf	0.444375485438008	0.487599157878852	0.401237725701293
326	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.932935911591097	1.12309874942299	0.770839575791201
326	homogeneous	heterogeneous	incorrect	flu	rSC	1.37568990953052	1.60199893653035	1.18417916185395
327	homogeneous	heterogeneous	incorrect	flu	alpha	0.000127285	0.000545910125	5.84734125e-06
327	homogeneous	heterogeneous	incorrect	flu	beta	0.584265590263761	0.666824628137334	0.511739167047981
327	homogeneous	heterogeneous	incorrect	flu	pInf	0.442484842573127	0.486663970606821	0.400547871796602
327	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.882160947002844	1.06351532538482	0.73253944421068
327	homogeneous	heterogeneous	incorrect	flu	rSC	1.53423295893396	1.77260611180968	1.31725106454517
328	homogeneous	heterogeneous	incorrect	flu	alpha	0.000246589	0.000754039375	1.5160025e-05
328	homogeneous	heterogeneous	incorrect	flu	beta	0.575159195814067	0.656031915702226	0.503694269391061
328	homogeneous	heterogeneous	incorrect	flu	pInf	0.437384704322622	0.48109364270922	0.395705893698008
328	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.867080888061777	1.04188453595278	0.725792455727242
328	homogeneous	heterogeneous	incorrect	flu	rSC	1.51168951829577	1.74718076280676	1.28934939790162
329	homogeneous	heterogeneous	incorrect	flu	alpha	0.0003007925	0.000826927125	2.8194675e-05
329	homogeneous	heterogeneous	incorrect	flu	beta	0.553273715452948	0.633366582473857	0.483858368387636
329	homogeneous	heterogeneous	incorrect	flu	pInf	0.424935870434708	0.469198196091364	0.383599495353572
329	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.859209948305298	1.05420089264268	0.708227288263831
329	homogeneous	heterogeneous	incorrect	flu	rSC	1.50884864353936	1.75117701228442	1.28398179730251
33	homogeneous	heterogeneous	incorrect	flu	alpha	0.0001161815	0.000487956875	4.37661125e-06
33	homogeneous	heterogeneous	incorrect	flu	beta	0.525728599873593	0.599845639115409	0.456624046547443
33	homogeneous	heterogeneous	incorrect	flu	pInf	0.408875485489748	0.451103617608916	0.366581568807659
33	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.948910650658585	1.13734788403583	0.783323080383714
33	homogeneous	heterogeneous	incorrect	flu	rSC	1.54653086234652	1.81290974081763	1.31417283820366
330	homogeneous	heterogeneous	incorrect	flu	alpha	9.454985e-05	0.000445470625	3.245075e-06
330	homogeneous	heterogeneous	incorrect	flu	beta	0.599053319240308	0.683572516426245	0.524191891599544
330	homogeneous	heterogeneous	incorrect	flu	pInf	0.450668568447363	0.495189657365668	0.407966397614406
330	homogeneous	heterogeneous	incorrect	flu	rInfSC	1.03928281216631	1.22892963612326	0.868055580086346
330	homogeneous	heterogeneous	incorrect	flu	rSC	1.36755598009749	1.58944355224906	1.17550461028321
331	homogeneous	heterogeneous	incorrect	flu	alpha	0.000176586	0.00069781225	9.828415e-06
331	homogeneous	heterogeneous	incorrect	flu	beta	0.60915865978112	0.695744622482422	0.538097163921798
331	homogeneous	heterogeneous	incorrect	flu	pInf	0.456191795594393	0.501296958076956	0.416141790863893
331	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.886422667467536	1.06177016324142	0.736267559292938
331	homogeneous	heterogeneous	incorrect	flu	rSC	1.4992391410045	1.74975453167441	1.2980568641646
332	homogeneous	heterogeneous	incorrect	flu	alpha	0.000171926	0.000616236125	7.35437125e-06
332	homogeneous	heterogeneous	incorrect	flu	beta	0.611811279310418	0.699724194455019	0.534301141519315
332	homogeneous	heterogeneous	incorrect	flu	pInf	0.457632400293282	0.503277605525809	0.41392125885366
332	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.823665564997208	0.983117481102596	0.683895137908053
332	homogeneous	heterogeneous	incorrect	flu	rSC	1.50735438206075	1.76729336452181	1.2953212720921
333	homogeneous	heterogeneous	incorrect	flu	alpha	9.958e-05	0.000443913125	3.759775e-06
333	homogeneous	heterogeneous	incorrect	flu	beta	0.576495161620097	0.664517930891433	0.5025756872513
333	homogeneous	heterogeneous	incorrect	flu	pInf	0.438135837241914	0.48547848822936	0.395029562251601
333	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.878614954256273	1.06401642591912	0.7383786457108
333	homogeneous	heterogeneous	incorrect	flu	rSC	1.46970101204221	1.71675036323741	1.25863883226553
334	homogeneous	heterogeneous	incorrect	flu	alpha	0.000271033	0.000900667375	1.40153125e-05
334	homogeneous	heterogeneous	incorrect	flu	beta	0.577095768559087	0.660419959801109	0.500948912060515
334	homogeneous	heterogeneous	incorrect	flu	pInf	0.438473193288556	0.483365674905998	0.394044604697845
334	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.906762220122841	1.09453918343544	0.755321347381873
334	homogeneous	heterogeneous	incorrect	flu	rSC	1.4190707502159	1.64658518215913	1.21949639650941
335	homogeneous	heterogeneous	incorrect	flu	alpha	7.11385e-05	0.000372086125	2.490155e-06
335	homogeneous	heterogeneous	incorrect	flu	beta	0.636374828809239	0.71945879812131	0.558359467408481
335	homogeneous	heterogeneous	incorrect	flu	pInf	0.470792581402918	0.512984177334431	0.427852852099083
335	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.853715806970728	1.01758216649931	0.714413380537233
335	homogeneous	heterogeneous	incorrect	flu	rSC	1.53845680511242	1.77711663656194	1.3210901685008
336	homogeneous	heterogeneous	incorrect	flu	alpha	0.0005040645	0.00120824375	8.40545125e-05
336	homogeneous	heterogeneous	incorrect	flu	beta	0.558209470094642	0.635272441403289	0.485446098044742
336	homogeneous	heterogeneous	incorrect	flu	pInf	0.42776725228324	0.470208856159924	0.384577402741138
336	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.953425184205745	1.13217765823351	0.797783756771424
336	homogeneous	heterogeneous	incorrect	flu	rSC	1.56179109353681	1.82170998033109	1.35139024615468
337	homogeneous	heterogeneous	incorrect	flu	alpha	0.00050523	0.001236535	6.53440625e-05
337	homogeneous	heterogeneous	incorrect	flu	beta	0.580105309713749	0.658288455611507	0.506217844556311
337	homogeneous	heterogeneous	incorrect	flu	pInf	0.440160593046413	0.482263288075919	0.397228953186231
337	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.916552481062778	1.09842571663196	0.773777186428631
337	homogeneous	heterogeneous	incorrect	flu	rSC	1.62066280302928	1.86715062229157	1.38932055232672
338	homogeneous	heterogeneous	incorrect	flu	alpha	0.0002292805	0.000675252875	1.14313625e-05
338	homogeneous	heterogeneous	incorrect	flu	beta	0.531116816693583	0.602438795319518	0.458093294641051
338	homogeneous	heterogeneous	incorrect	flu	pInf	0.41205202720251	0.452525170927552	0.367511533482444
338	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.947687643514953	1.13685879412504	0.785792135483543
338	homogeneous	heterogeneous	incorrect	flu	rSC	1.60736043253601	1.89922665100831	1.38603452460261
339	homogeneous	heterogeneous	incorrect	flu	alpha	0.000403447	0.00111279375	2.88372625e-05
339	homogeneous	heterogeneous	incorrect	flu	beta	0.552972651545864	0.633367662930072	0.482176225848661
339	homogeneous	heterogeneous	incorrect	flu	pInf	0.424762713622231	0.469198771878991	0.382561712116704
339	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.95308898348725	1.14357776286732	0.798312594802185
339	homogeneous	heterogeneous	incorrect	flu	rSC	1.62433645876668	1.89478848812655	1.38909451611818
34	homogeneous	heterogeneous	incorrect	flu	alpha	0.000210223	0.000705041	1.01862e-05
34	homogeneous	heterogeneous	incorrect	flu	beta	0.572934969996502	0.649821577629323	0.500445261318538
34	homogeneous	heterogeneous	incorrect	flu	pInf	0.436131928067914	0.477861066839081	0.393739344807091
34	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.910493907396865	1.07713122008209	0.755296301437191
34	homogeneous	heterogeneous	incorrect	flu	rSC	1.5520551538656	1.80816296780553	1.34111611450985
340	homogeneous	heterogeneous	incorrect	flu	alpha	0.0002227035	0.000696848125	1.14295875e-05
340	homogeneous	heterogeneous	incorrect	flu	beta	0.563890243622553	0.640133650255208	0.49525192038295
340	homogeneous	heterogeneous	incorrect	flu	pInf	0.431008761828909	0.472778043368465	0.390582634393637
340	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.941127756908747	1.12297731628365	0.785621357049481
340	homogeneous	heterogeneous	incorrect	flu	rSC	1.56147284364885	1.82919867345569	1.3397747497048
341	homogeneous	heterogeneous	incorrect	flu	alpha	0.000171353	0.000654113	7.635735e-06
341	homogeneous	heterogeneous	incorrect	flu	beta	0.612195487501549	0.692173311125344	0.539106556519353
341	homogeneous	heterogeneous	incorrect	flu	pInf	0.457840742341737	0.49951278627275	0.416730846901153
341	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.784575250682385	0.938209540769056	0.644275091418958
341	homogeneous	heterogeneous	incorrect	flu	rSC	1.5422566773598	1.80872513257588	1.33374835539632
342	homogeneous	heterogeneous	incorrect	flu	alpha	0.000173812	0.000641416375	7.9760775e-06
342	homogeneous	heterogeneous	incorrect	flu	beta	0.557815646625239	0.634030897588397	0.486273348147411
342	homogeneous	heterogeneous	incorrect	flu	pInf	0.42754184832692	0.469550700969908	0.385086290938902
342	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.821432825956103	0.996811650107878	0.675788097179479
342	homogeneous	heterogeneous	incorrect	flu	rSC	1.55149890473727	1.82341539496863	1.33143815507988
343	homogeneous	heterogeneous	incorrect	flu	alpha	0.000123944	0.000530325875	4.79560875e-06
343	homogeneous	heterogeneous	incorrect	flu	beta	0.591341572341704	0.67364538756032	0.519712408234411
343	homogeneous	heterogeneous	incorrect	flu	pInf	0.446415886775733	0.490153396914785	0.405308447868737
343	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.941172041730915	1.12191956394297	0.790749808783744
343	homogeneous	heterogeneous	incorrect	flu	rSC	1.47380786407199	1.70968135738808	1.27765705023923
344	homogeneous	heterogeneous	incorrect	flu	alpha	0.0002166635	0.0007579565	1.27645125e-05
344	homogeneous	heterogeneous	incorrect	flu	beta	0.614606827195342	0.693569043862662	0.538631504177639
344	homogeneous	heterogeneous	incorrect	flu	pInf	0.459146497581026	0.500210866783152	0.416453709176578
344	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.844626726620172	1.01106958764545	0.708073080971724
344	homogeneous	heterogeneous	incorrect	flu	rSC	1.4481252594231	1.6946140179047	1.24887624683879
345	homogeneous	heterogeneous	incorrect	flu	alpha	9.56373e-05	0.000486638	3.51908625e-06
345	homogeneous	heterogeneous	incorrect	flu	beta	0.568760063455632	0.646232579788585	0.498482070811606
345	homogeneous	heterogeneous	incorrect	flu	pInf	0.433772910730227	0.475983727006688	0.392547963671088
345	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.97741678538855	1.15933731441568	0.799223092785746
345	homogeneous	heterogeneous	incorrect	flu	rSC	1.40757840372335	1.63965816659929	1.20595221908929
346	homogeneous	heterogeneous	incorrect	flu	alpha	0.0001224925	0.000550847875	4.5066475e-06
346	homogeneous	heterogeneous	incorrect	flu	beta	0.522057798492596	0.594433525462817	0.452631841980253
346	homogeneous	heterogeneous	incorrect	flu	pInf	0.406701597565803	0.44812489146445	0.364047776451462
346	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.804366099511652	0.960944853886256	0.661184967619293
346	homogeneous	heterogeneous	incorrect	flu	rSC	1.81197831063241	2.12454588999317	1.53673889059467
347	homogeneous	heterogeneous	incorrect	flu	alpha	0.0004213595	0.00102266625	4.84490625e-05
347	homogeneous	heterogeneous	incorrect	flu	beta	0.500573519288321	0.576734064109514	0.432040145179436
347	homogeneous	heterogeneous	incorrect	flu	pInf	0.393817096818591	0.438270027328401	0.350816636478469
347	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.978574142163839	1.16405567746537	0.810259743363128
347	homogeneous	heterogeneous	incorrect	flu	rSC	1.75965721916744	2.06892255003227	1.50462657514108
348	homogeneous	heterogeneous	incorrect	flu	alpha	0.0001862885	0.000678590125	1.3293575e-05
348	homogeneous	heterogeneous	incorrect	flu	beta	0.562984188792772	0.633326848941284	0.489918234859989
348	homogeneous	heterogeneous	incorrect	flu	pInf	0.430492990934526	0.469177105491265	0.387323509263895
348	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.935694402392564	1.10810158537761	0.778454830939562
348	homogeneous	heterogeneous	incorrect	flu	rSC	1.61394189063173	1.87820630362786	1.3861994786872
349	homogeneous	heterogeneous	incorrect	flu	alpha	0.0001636225	0.000590712375	8.66878125e-06
349	homogeneous	heterogeneous	incorrect	flu	beta	0.579274429554607	0.665375251167966	0.509411525938785
349	homogeneous	heterogeneous	incorrect	flu	pInf	0.43969523854472	0.485919349334308	0.399150940810433
349	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.848244769648014	1.02036945896761	0.704445493696621
349	homogeneous	heterogeneous	incorrect	flu	rSC	1.64558128524456	1.9224952626024	1.40990949867191
35	homogeneous	heterogeneous	incorrect	flu	alpha	0.0001348515	0.0005829725	5.95193e-06
35	homogeneous	heterogeneous	incorrect	flu	beta	0.610900414250902	0.690967101054427	0.534045056881836
35	homogeneous	heterogeneous	incorrect	flu	pInf	0.457138151586003	0.498908770874552	0.413771158475092
35	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.742497995808644	0.89603827877213	0.607724041248961
35	homogeneous	heterogeneous	incorrect	flu	rSC	1.51895004382024	1.7657262478292	1.30522381578917
350	homogeneous	heterogeneous	incorrect	flu	alpha	0.000799803	0.0014810825	0.000262742
350	homogeneous	heterogeneous	incorrect	flu	beta	0.61121927791515	0.691072363181197	0.530282610716714
350	homogeneous	heterogeneous	incorrect	flu	pInf	0.457311220489794	0.498961484312215	0.411560740032141
350	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.705086849081398	0.851503230315874	0.58480051655012
350	homogeneous	heterogeneous	incorrect	flu	rSC	1.54331943436064	1.83771508550747	1.30494619678081
351	homogeneous	heterogeneous	incorrect	flu	alpha	0.00010145	0.000445750875	4.5176325e-06
351	homogeneous	heterogeneous	incorrect	flu	beta	0.581414739431099	0.661287133679483	0.505854705557913
351	homogeneous	heterogeneous	incorrect	flu	pInf	0.440893181477206	0.483813395946443	0.397010019055127
351	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.839623512876044	1.01474375130787	0.695000109922672
351	homogeneous	heterogeneous	incorrect	flu	rSC	1.53436596243828	1.79257231579401	1.31169595372733
352	homogeneous	heterogeneous	incorrect	flu	alpha	0.0002707305	0.00082931775	1.99906e-05
352	homogeneous	heterogeneous	incorrect	flu	beta	0.560475525896547	0.640305275036309	0.487509229779537
352	homogeneous	heterogeneous	incorrect	flu	pInf	0.429062496281272	0.47286851180143	0.385845788298513
352	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.843614892339448	1.0150773748932	0.706461027644136
352	homogeneous	heterogeneous	incorrect	flu	rSC	1.57970273533908	1.86190428182313	1.3414735376322
353	homogeneous	heterogeneous	incorrect	flu	alpha	0.0002143495	0.00068399725	1.14879375e-05
353	homogeneous	heterogeneous	incorrect	flu	beta	0.541071396852048	0.616873827796945	0.466101466616521
353	homogeneous	heterogeneous	incorrect	flu	pInf	0.417875767886978	0.460371219565246	0.372556380684805
353	homogeneous	heterogeneous	incorrect	flu	rInfSC	1.00955345231225	1.21840418926072	0.852337860388107
353	homogeneous	heterogeneous	incorrect	flu	rSC	1.55566964185092	1.80853596134144	1.33991084447005
354	homogeneous	heterogeneous	incorrect	flu	alpha	0.0003505745	0.0009269085	2.54346e-05
354	homogeneous	heterogeneous	incorrect	flu	beta	0.610266724528724	0.694290013062503	0.532420821173949
354	homogeneous	heterogeneous	incorrect	flu	pInf	0.45679403653285	0.500571089810827	0.412818208529584
354	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.829180521404289	1.00304559133013	0.689167587871201
354	homogeneous	heterogeneous	incorrect	flu	rSC	1.41174444328252	1.64350931287723	1.21452251727807
355	homogeneous	heterogeneous	incorrect	flu	alpha	0.0003708865	0.000962117875	3.669815e-05
355	homogeneous	heterogeneous	incorrect	flu	beta	0.513525677377447	0.589274356092943	0.446829827548314
355	homogeneous	heterogeneous	incorrect	flu	pInf	0.401617844669224	0.44527032220133	0.360347245284465
355	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.883076284975243	1.0681390831555	0.731359850852157
355	homogeneous	heterogeneous	incorrect	flu	rSC	1.74313357932353	2.02317956983586	1.48721171078438
356	homogeneous	heterogeneous	incorrect	flu	alpha	0.0002764715	0.00076171	2.27906625e-05
356	homogeneous	heterogeneous	incorrect	flu	beta	0.532735663635116	0.609633010113234	0.459634023961423
356	homogeneous	heterogeneous	incorrect	flu	pInf	0.413003053897547	0.456449681603918	0.368485272584588
356	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.902559659266996	1.08593757181809	0.736661556881095
356	homogeneous	heterogeneous	incorrect	flu	rSC	1.52595923769848	1.79365740063659	1.30412041435256
357	homogeneous	heterogeneous	incorrect	flu	alpha	0.00010709	0.0004937195	6.8561475e-06
357	homogeneous	heterogeneous	incorrect	flu	beta	0.588732584974301	0.672910897390992	0.515505781963707
357	homogeneous	heterogeneous	incorrect	flu	pInf	0.444969707127367	0.489778681554578	0.402801533703472
357	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.842754631143217	0.999093820864245	0.698825449158376
357	homogeneous	heterogeneous	incorrect	flu	rSC	1.58978980127467	1.84726749616294	1.36790180985362
358	homogeneous	heterogeneous	incorrect	flu	alpha	0.0005157535	0.00120948	7.633785e-05
358	homogeneous	heterogeneous	incorrect	flu	beta	0.57471537430585	0.659397676357532	0.496699221872873
358	homogeneous	heterogeneous	incorrect	flu	pInf	0.437134946499183	0.482837214460791	0.391463996374741
358	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.780679739857973	0.948974955335596	0.644422283703943
358	homogeneous	heterogeneous	incorrect	flu	rSC	1.53602280692462	1.80021454084898	1.31510028948526
359	homogeneous	heterogeneous	incorrect	flu	alpha	0.000234549	0.00082696625	1.0740125e-05
359	homogeneous	heterogeneous	incorrect	flu	beta	0.575432800521082	0.653636708458232	0.496607374659416
359	homogeneous	heterogeneous	incorrect	flu	pInf	0.437538617364395	0.479849301540624	0.391408106489839
359	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.971486876135421	1.159508748935	0.813461189313465
359	homogeneous	heterogeneous	incorrect	flu	rSC	1.39462525775526	1.62920547457376	1.2022685398741
36	homogeneous	heterogeneous	incorrect	flu	alpha	0.000251482	0.00084140725	1.21837375e-05
36	homogeneous	heterogeneous	incorrect	flu	beta	0.53973081579805	0.617513670703628	0.470916087532811
36	homogeneous	heterogeneous	incorrect	flu	pInf	0.417094859870144	0.460716378068258	0.375570015337813
36	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.937453127426018	1.11871433536133	0.780750177776983
36	homogeneous	heterogeneous	incorrect	flu	rSC	1.56505054533517	1.82699207223037	1.33163727133096
360	homogeneous	heterogeneous	incorrect	flu	alpha	0.0001313805	0.0005467195	5.23051e-06
360	homogeneous	heterogeneous	incorrect	flu	beta	0.568608550339949	0.650881877353168	0.497640788136236
360	homogeneous	heterogeneous	incorrect	flu	pInf	0.433687113161779	0.478414400540082	0.392036697199298
360	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.907758159279912	1.09225379272258	0.744608041621074
360	homogeneous	heterogeneous	incorrect	flu	rSC	1.64434198510892	1.90256837643583	1.4242706449154
361	homogeneous	heterogeneous	incorrect	flu	alpha	0.0002848395	0.000815862625	2.94128375e-05
361	homogeneous	heterogeneous	incorrect	flu	beta	0.580191778719135	0.6632244344852	0.508055880409595
361	homogeneous	heterogeneous	incorrect	flu	pInf	0.44020899941409	0.484812530732337	0.39833582941586
361	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.861586180221628	1.03558975406846	0.71878972031904
361	homogeneous	heterogeneous	incorrect	flu	rSC	1.59018916969167	1.83595665651234	1.36761020797001
362	homogeneous	heterogeneous	incorrect	flu	alpha	0.000124755	0.00049957075	5.003905e-06
362	homogeneous	heterogeneous	incorrect	flu	beta	0.53663838636724	0.610390024249549	0.465947866259633
362	homogeneous	heterogeneous	incorrect	flu	pInf	0.415289476728729	0.456861004823909	0.372459993375359
362	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.990353954056769	1.18457892019809	0.8270634162236
362	homogeneous	heterogeneous	incorrect	flu	rSC	1.61340937353406	1.88855797428403	1.39518846416948
363	homogeneous	heterogeneous	incorrect	flu	alpha	0.0002739345	0.000895213	1.93170125e-05
363	homogeneous	heterogeneous	incorrect	flu	beta	0.520942826557118	0.5951522643916	0.45133108646038
363	homogeneous	heterogeneous	incorrect	flu	pInf	0.406039717450731	0.448521409656891	0.363220021804329
363	homogeneous	heterogeneous	incorrect	flu	rInfSC	1.07489841221225	1.2723346943886	0.899665890421556
363	homogeneous	heterogeneous	incorrect	flu	rSC	1.66903531115613	1.96229734496246	1.44506641633067
364	homogeneous	heterogeneous	incorrect	flu	alpha	0.000447103	0.00106065	6.47092e-05
364	homogeneous	heterogeneous	incorrect	flu	beta	0.531101943997128	0.61346312596598	0.459367544916935
364	homogeneous	heterogeneous	incorrect	flu	pInf	0.412043282739718	0.458527568559272	0.368316965651088
364	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.987308154285891	1.17654343983414	0.814488114784811
364	homogeneous	heterogeneous	incorrect	flu	rSC	1.67458887055422	1.95349221407815	1.42785217140433
365	homogeneous	heterogeneous	incorrect	flu	alpha	0.0001437925	0.000594856125	7.50584e-06
365	homogeneous	heterogeneous	incorrect	flu	beta	0.507559944228307	0.583423408413509	0.440824594066579
365	homogeneous	heterogeneous	incorrect	flu	pInf	0.398037389048636	0.442015096616022	0.356494421751193
365	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.848936089606227	1.02058052465944	0.698663742487261
365	homogeneous	heterogeneous	incorrect	flu	rSC	1.80547945742239	2.1232002950145	1.54411055327836
366	homogeneous	heterogeneous	incorrect	flu	alpha	0.000239201	0.000796078625	1.166875e-05
366	homogeneous	heterogeneous	incorrect	flu	beta	0.576583734320048	0.65796789404736	0.505993303647801
366	homogeneous	heterogeneous	incorrect	flu	pInf	0.438185600829699	0.48209712869507	0.397093589280516
366	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.972280289788914	1.15262226087215	0.823171891211028
366	homogeneous	heterogeneous	incorrect	flu	rSC	1.44275683000873	1.68200528793684	1.23491341730657
367	homogeneous	heterogeneous	incorrect	flu	alpha	0.000485074	0.00115071625	6.686015e-05
367	homogeneous	heterogeneous	incorrect	flu	beta	0.578330116667326	0.654027400724098	0.508801553954111
367	homogeneous	heterogeneous	incorrect	flu	pInf	0.439165887407463	0.480052481893397	0.398784328224857
367	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.829620831731635	0.995822720364113	0.684684715533861
367	homogeneous	heterogeneous	incorrect	flu	rSC	1.55394963777615	1.80360126309708	1.35039605292197
368	homogeneous	heterogeneous	incorrect	flu	alpha	0.000177472	0.00065438725	8.3171625e-06
368	homogeneous	heterogeneous	incorrect	flu	beta	0.535693407306823	0.608027035522525	0.46747233465214
368	homogeneous	heterogeneous	incorrect	flu	pInf	0.414736676434557	0.455576060131893	0.373415935999976
