param	prob	nSim	combination	correct_inference
rSC	0.235990230905861	362	flu	incorrect
rInfSC	0.248246003552398	362	flu	incorrect
data	0.805913874047442	362	flu	incorrect
alpha	0.211056838365897	363	flu	incorrect
beta	0.241851687388988	363	flu	incorrect
rSC	0.243272646536412	363	flu	incorrect
rInfSC	0.257659857904085	363	flu	incorrect
data	0.810625978041552	363	flu	incorrect
alpha	0.226776198934281	364	flu	incorrect
beta	0.238632326820604	364	flu	incorrect
rSC	0.238943161634103	364	flu	incorrect
rInfSC	0.253086145648313	364	flu	incorrect
data	0.809845835592356	364	flu	incorrect
alpha	0.281927175843694	365	flu	incorrect
beta	0.244027531083481	365	flu	incorrect
rSC	0.25015541740675	365	flu	incorrect
rInfSC	0.253152753108348	365	flu	incorrect
data	0.81000427362016	365	flu	incorrect
alpha	0.213476909413854	366	flu	incorrect
beta	0.243339253996448	366	flu	incorrect
rSC	0.238032859680284	366	flu	incorrect
rInfSC	0.258858792184725	366	flu	incorrect
data	0.810413943161634	366	flu	incorrect
alpha	0.207238010657194	367	flu	incorrect
beta	0.245515097690941	367	flu	incorrect
rSC	0.239942273534636	367	flu	incorrect
rInfSC	0.251287744227353	367	flu	incorrect
data	0.810560498427503	367	flu	incorrect
alpha	0.247535523978686	368	flu	incorrect
beta	0.242873001776199	368	flu	incorrect
rSC	0.244138543516874	368	flu	incorrect
rInfSC	0.251998223801066	368	flu	incorrect
data	0.80895342102251	368	flu	incorrect
alpha	0.275688277087034	369	flu	incorrect
beta	0.242784191829485	369	flu	incorrect
rSC	0.241851687388988	369	flu	incorrect
rInfSC	0.24509325044405	369	flu	incorrect
data	0.80850486642259	369	flu	incorrect
alpha	0.224023090586146	37	flu	incorrect
beta	0.241185612788632	37	flu	incorrect
rSC	0.24746891651865	37	flu	incorrect
rInfSC	0.249311722912966	37	flu	incorrect
data	0.810361596789625	37	flu	incorrect
alpha	0.338610124333925	370	flu	incorrect
beta	0.23050621669627	370	flu	incorrect
rSC	0.22781971580817	370	flu	incorrect
rInfSC	0.248734458259325	370	flu	incorrect
data	0.805778064095233	370	flu	incorrect
alpha	0.26696269982238	371	flu	incorrect
beta	0.238032859680284	371	flu	incorrect
rSC	0.22693161634103	371	flu	incorrect
rInfSC	0.240319715808171	371	flu	incorrect
data	0.807630472629932	371	flu	incorrect
alpha	0.363299289520426	372	flu	incorrect
beta	0.228774422735346	372	flu	incorrect
rSC	0.221025754884547	372	flu	incorrect
rInfSC	0.240142095914742	372	flu	incorrect
data	0.80378462622058	372	flu	incorrect
alpha	0.246247779751332	373	flu	incorrect
beta	0.242362344582593	373	flu	incorrect
rSC	0.245137655417407	373	flu	incorrect
rInfSC	0.252775310834813	373	flu	incorrect
data	0.810418132499854	373	flu	incorrect
alpha	0.234347246891652	374	flu	incorrect
beta	0.247446714031972	374	flu	incorrect
rSC	0.245470692717584	374	flu	incorrect
rInfSC	0.251132326820604	374	flu	incorrect
data	0.8107524083657	374	flu	incorrect
alpha	0.240963587921847	375	flu	incorrect
beta	0.234325044404973	375	flu	incorrect
rSC	0.253174955595027	375	flu	incorrect
rInfSC	0.253841030195382	375	flu	incorrect
data	0.809775730888685	375	flu	incorrect
alpha	0.237921847246892	376	flu	incorrect
beta	0.242273534635879	376	flu	incorrect
rSC	0.242784191829485	376	flu	incorrect
rInfSC	0.250865896980462	376	flu	incorrect
data	0.810353345857157	376	flu	incorrect
alpha	0.263010657193606	377	flu	incorrect
beta	0.238143872113677	377	flu	incorrect
rSC	0.240053285968028	377	flu	incorrect
rInfSC	0.247113676731794	377	flu	incorrect
data	0.809759335992879	377	flu	incorrect
alpha	0.262766429840142	378	flu	incorrect
beta	0.239964476021314	378	flu	incorrect
rSC	0.235657193605684	378	flu	incorrect
rInfSC	0.253596802841918	378	flu	incorrect
data	0.807193039163964	378	flu	incorrect
alpha	0.245626110124334	379	flu	incorrect
beta	0.229729129662522	379	flu	incorrect
rSC	0.235035523978686	379	flu	incorrect
rInfSC	0.243716696269982	379	flu	incorrect
data	0.808828063291621	379	flu	incorrect
alpha	0.264453818827709	38	flu	incorrect
beta	0.24003108348135	38	flu	incorrect
rSC	0.237677619893428	38	flu	incorrect
rInfSC	0.246114564831261	38	flu	incorrect
data	0.809145906937786	38	flu	incorrect
alpha	0.220515097690941	380	flu	incorrect
beta	0.240852575488455	380	flu	incorrect
rSC	0.242739786856128	380	flu	incorrect
rInfSC	0.248690053285968	380	flu	incorrect
data	0.81040331926549	380	flu	incorrect
alpha	0.319804618117229	381	flu	incorrect
beta	0.242584369449378	381	flu	incorrect
rSC	0.244604795737123	381	flu	incorrect
rInfSC	0.253507992895204	381	flu	incorrect
data	0.807183535739435	381	flu	incorrect
alpha	0.212699822380107	382	flu	incorrect
beta	0.253197158081705	382	flu	incorrect
rSC	0.24702486678508	382	flu	incorrect
rInfSC	0.264209591474245	382	flu	incorrect
data	0.813022419456688	382	flu	incorrect
alpha	0.272646536412078	383	flu	incorrect
beta	0.239054174067496	383	flu	incorrect
rSC	0.235057726465364	383	flu	incorrect
rInfSC	0.241496447602131	383	flu	incorrect
data	0.808766313945217	383	flu	incorrect
alpha	0.235968028419183	384	flu	incorrect
beta	0.230173179396092	384	flu	incorrect
rSC	0.233769982238011	384	flu	incorrect
rInfSC	0.243494671403197	384	flu	incorrect
data	0.807704299902156	384	flu	incorrect
alpha	0.217517761989343	385	flu	incorrect
beta	0.245448490230906	385	flu	incorrect
rSC	0.234214031971581	385	flu	incorrect
rInfSC	0.251687388987567	385	flu	incorrect
data	0.810592701570289	385	flu	incorrect
alpha	0.250710479573712	386	flu	incorrect
beta	0.231483126110124	386	flu	incorrect
rSC	0.230928063943162	386	flu	incorrect
rInfSC	0.249289520426288	386	flu	incorrect
data	0.807677061403028	386	flu	incorrect
alpha	0.328174955595027	387	flu	incorrect
beta	0.238521314387211	387	flu	incorrect
rSC	0.239031971580817	387	flu	incorrect
rInfSC	0.249289520426288	387	flu	incorrect
data	0.807694373728263	387	flu	incorrect
alpha	0.194782415630551	388	flu	incorrect
beta	0.253552397868561	388	flu	incorrect
rSC	0.252775310834813	388	flu	incorrect
rInfSC	0.255484014209591	388	flu	incorrect
data	0.812891692115131	388	flu	incorrect
alpha	0.272380106571936	389	flu	incorrect
beta	0.235146536412078	389	flu	incorrect
rSC	0.233170515097691	389	flu	incorrect
rInfSC	0.239276198934281	389	flu	incorrect
data	0.808410460632964	389	flu	incorrect
alpha	0.297890763765542	39	flu	incorrect
beta	0.235723801065719	39	flu	incorrect
rSC	0.239609236234458	39	flu	incorrect
rInfSC	0.244782415630551	39	flu	incorrect
data	0.806429674261448	39	flu	incorrect
alpha	0.236123445825933	390	flu	incorrect
beta	0.238143872113677	390	flu	incorrect
rSC	0.237122557726465	390	flu	incorrect
rInfSC	0.246114564831261	390	flu	incorrect
data	0.809806723854504	390	flu	incorrect
alpha	0.239742451154529	391	flu	incorrect
beta	0.241230017761989	391	flu	incorrect
rSC	0.235168738898757	391	flu	incorrect
rInfSC	0.244671403197158	391	flu	incorrect
data	0.809026607650486	391	flu	incorrect
alpha	0.302020426287744	392	flu	incorrect
beta	0.237189165186501	392	flu	incorrect
rSC	0.241651865008881	392	flu	incorrect
rInfSC	0.236745115452931	392	flu	incorrect
data	0.808301031443632	392	flu	incorrect
alpha	0.233858792184725	393	flu	incorrect
beta	0.240586145648313	393	flu	incorrect
rSC	0.242273534635879	393	flu	incorrect
rInfSC	0.253818827708703	393	flu	incorrect
data	0.809310589059805	393	flu	incorrect
alpha	0.223312611012433	394	flu	incorrect
beta	0.239387211367673	394	flu	incorrect
rSC	0.234791296625222	394	flu	incorrect
rInfSC	0.250777087033748	394	flu	incorrect
data	0.810057012277023	394	flu	incorrect
alpha	0.301842806394316	395	flu	incorrect
beta	0.225666074600355	395	flu	incorrect
rSC	0.219382770870337	395	flu	incorrect
rInfSC	0.241474245115453	395	flu	incorrect
data	0.805686055605579	395	flu	incorrect
alpha	0.246558614564831	396	flu	incorrect
beta	0.246603019538188	396	flu	incorrect
rSC	0.238965364120782	396	flu	incorrect
rInfSC	0.252952930728242	396	flu	incorrect
data	0.80951517247015	396	flu	incorrect
alpha	0.251287744227353	397	flu	incorrect
beta	0.241807282415631	397	flu	incorrect
rSC	0.233814387211368	397	flu	incorrect
rInfSC	0.25595026642984	397	flu	incorrect
data	0.811181230379198	397	flu	incorrect
alpha	0.228197158081705	398	flu	incorrect
beta	0.238432504440497	398	flu	incorrect
rSC	0.236434280639432	398	flu	incorrect
rInfSC	0.247357904085258	398	flu	incorrect
data	0.8097498461164	398	flu	incorrect
alpha	0.240763765541741	399	flu	incorrect
beta	0.243827708703375	399	flu	incorrect
rSC	0.243494671403197	399	flu	incorrect
rInfSC	0.252020426287744	399	flu	incorrect
data	0.80942084690368	399	flu	incorrect
alpha	0.20996891651865	4	flu	incorrect
beta	0.24686944937833	4	flu	incorrect
rSC	0.246958259325044	4	flu	incorrect
rInfSC	0.254529307282416	4	flu	incorrect
data	0.810836609755181	4	flu	incorrect
alpha	0.256682948490231	40	flu	incorrect
beta	0.235812611012433	40	flu	incorrect
rSC	0.236745115452931	40	flu	incorrect
rInfSC	0.248445825932504	40	flu	incorrect
data	0.80797478560023	40	flu	incorrect
alpha	0.251976021314387	400	flu	incorrect
beta	0.249245115452931	400	flu	incorrect
rSC	0.2351243339254	400	flu	incorrect
rInfSC	0.261545293072824	400	flu	incorrect
data	0.810962256293832	400	flu	incorrect
alpha	0.39940053285968	401	flu	incorrect
beta	0.234103019538188	401	flu	incorrect
rSC	0.228996447602131	401	flu	incorrect
rInfSC	0.256882770870337	401	flu	incorrect
data	0.804745242725083	401	flu	incorrect
alpha	0.285546181172291	402	flu	incorrect
beta	0.231882770870337	402	flu	incorrect
rSC	0.233969804618117	402	flu	incorrect
rInfSC	0.243472468916519	402	flu	incorrect
data	0.807673860972717	402	flu	incorrect
alpha	0.220737122557726	403	flu	incorrect
beta	0.255195381882771	403	flu	incorrect
rSC	0.245936944937833	403	flu	incorrect
rInfSC	0.258969804618117	403	flu	incorrect
data	0.812369238970285	403	flu	incorrect
alpha	0.247513321492007	404	flu	incorrect
beta	0.238454706927176	404	flu	incorrect
rSC	0.228974245115453	404	flu	incorrect
rInfSC	0.241851687388988	404	flu	incorrect
data	0.807738781102458	404	flu	incorrect
alpha	0.361989342806394	405	flu	incorrect
beta	0.241740674955595	405	flu	incorrect
rSC	0.236922735346359	405	flu	incorrect
rInfSC	0.250532859680284	405	flu	incorrect
data	0.807134026159715	405	flu	incorrect
alpha	0.314653641207815	406	flu	incorrect
beta	0.223246003552398	406	flu	incorrect
rSC	0.221558614564831	406	flu	incorrect
rInfSC	0.236745115452931	406	flu	incorrect
data	0.804748785538813	406	flu	incorrect
alpha	0.20313055062167	407	flu	incorrect
beta	0.246314387211368	407	flu	incorrect
rSC	0.251820603907638	407	flu	incorrect
rInfSC	0.252198046181172	407	flu	incorrect
data	0.812709434040765	407	flu	incorrect
alpha	0.22335701598579	408	flu	incorrect
beta	0.240519538188277	408	flu	incorrect
rSC	0.237611012433393	408	flu	incorrect
rInfSC	0.25566163410302	408	flu	incorrect
data	0.80994957602202	408	flu	incorrect
alpha	0.270115452930728	409	flu	incorrect
beta	0.244760213143872	409	flu	incorrect
rSC	0.240386323268206	409	flu	incorrect
rInfSC	0.246558614564831	409	flu	incorrect
data	0.807608110122271	409	flu	incorrect
alpha	0.189986678507993	41	flu	incorrect
beta	0.244182948490231	41	flu	incorrect
rSC	0.246669626998224	41	flu	incorrect
rInfSC	0.263698934280639	41	flu	incorrect
data	0.813586991469384	41	flu	incorrect
alpha	0.311389875666075	410	flu	incorrect
beta	0.232904085257549	410	flu	incorrect
rSC	0.236323268206039	410	flu	incorrect
rInfSC	0.239120781527531	410	flu	incorrect
data	0.805503516393836	410	flu	incorrect
alpha	0.287411190053286	411	flu	incorrect
beta	0.23601243339254	411	flu	incorrect
rSC	0.242340142095915	411	flu	incorrect
rInfSC	0.250710479573712	411	flu	incorrect
data	0.809103290457549	411	flu	incorrect
alpha	0.242451154529307	412	flu	incorrect
beta	0.238299289520426	412	flu	incorrect
rSC	0.245026642984014	412	flu	incorrect
rInfSC	0.241252220248668	412	flu	incorrect
data	0.808097686198864	412	flu	incorrect
alpha	0.191873889875666	413	flu	incorrect
beta	0.254640319715808	413	flu	incorrect
rSC	0.257837477797513	413	flu	incorrect
rInfSC	0.259635879218472	413	flu	incorrect
data	0.811639107943091	413	flu	incorrect
alpha	0.328330373001776	414	flu	incorrect
beta	0.232282415630551	414	flu	incorrect
rSC	0.229351687388988	414	flu	incorrect
rInfSC	0.235657193605684	414	flu	incorrect
data	0.80521280440745	414	flu	incorrect
alpha	0.300976909413854	415	flu	incorrect
beta	0.23436944937833	415	flu	incorrect
rSC	0.239631438721137	415	flu	incorrect
rInfSC	0.253996447602131	415	flu	incorrect
data	0.806429433780186	415	flu	incorrect
alpha	0.223778863232682	416	flu	incorrect
beta	0.247557726465364	416	flu	incorrect
rSC	0.249711367673179	416	flu	incorrect
rInfSC	0.251976021314387	416	flu	incorrect
data	0.812197962031806	416	flu	incorrect
alpha	0.223556838365897	417	flu	incorrect
beta	0.242984014209591	417	flu	incorrect
rSC	0.247602131438721	417	flu	incorrect
rInfSC	0.253019538188277	417	flu	incorrect
data	0.810163491502538	417	flu	incorrect
alpha	0.273756660746004	418	flu	incorrect
beta	0.241407637655417	418	flu	incorrect
rSC	0.237611012433393	418	flu	incorrect
rInfSC	0.246736234458259	418	flu	incorrect
data	0.807235264023509	418	flu	incorrect
alpha	0.261345470692718	419	flu	incorrect
beta	0.231150088809947	419	flu	incorrect
rSC	0.235790408525755	419	flu	incorrect
rInfSC	0.239054174067496	419	flu	incorrect
data	0.805744738555808	419	flu	incorrect
alpha	0.311656305506217	42	flu	incorrect
beta	0.235102131438721	42	flu	incorrect
rSC	0.231705150976909	42	flu	incorrect
rInfSC	0.248401420959147	42	flu	incorrect
data	0.806963329194383	42	flu	incorrect
alpha	0.232415630550622	420	flu	incorrect
beta	0.244382770870337	420	flu	incorrect
rSC	0.253263765541741	420	flu	incorrect
rInfSC	0.256505328596803	420	flu	incorrect
data	0.810477116038152	420	flu	incorrect
alpha	0.223978685612789	421	flu	incorrect
beta	0.241873889875666	421	flu	incorrect
rSC	0.23199378330373	421	flu	incorrect
rInfSC	0.25386323268206	421	flu	incorrect
data	0.811009275985086	421	flu	incorrect
alpha	0.239853463587922	422	flu	incorrect
beta	0.239276198934281	422	flu	incorrect
rSC	0.240852575488455	422	flu	incorrect
rInfSC	0.258148312611012	422	flu	incorrect
data	0.808471494598641	422	flu	incorrect
alpha	0.271492007104796	423	flu	incorrect
beta	0.244160746003552	423	flu	incorrect
rSC	0.244871225577265	423	flu	incorrect
rInfSC	0.255395204262877	423	flu	incorrect
data	0.810722540295509	423	flu	incorrect
alpha	0.242206927175844	424	flu	incorrect
beta	0.244626998223801	424	flu	incorrect
rSC	0.235102131438721	424	flu	incorrect
rInfSC	0.251687388987567	424	flu	incorrect
data	0.808793636327361	424	flu	incorrect
alpha	0.272579928952043	425	flu	incorrect
beta	0.24107460035524	425	flu	incorrect
rSC	0.242029307282416	425	flu	incorrect
rInfSC	0.247047069271758	425	flu	incorrect
data	0.80751460495378	425	flu	incorrect
alpha	0.329884547069272	426	flu	incorrect
beta	0.232571047957371	426	flu	incorrect
rSC	0.226132326820604	426	flu	incorrect
rInfSC	0.242806394316163	426	flu	incorrect
data	0.805212129010165	426	flu	incorrect
alpha	0.230706039076377	427	flu	incorrect
beta	0.244182948490231	427	flu	incorrect
rSC	0.238920959147425	427	flu	incorrect
rInfSC	0.255039964476021	427	flu	incorrect
data	0.809470666971877	427	flu	incorrect
alpha	0.304640319715808	428	flu	incorrect
beta	0.234502664298401	428	flu	incorrect
rSC	0.234236234458259	428	flu	incorrect
rInfSC	0.243272646536412	428	flu	incorrect
data	0.805961418190783	428	flu	incorrect
alpha	0.23259325044405	429	flu	incorrect
beta	0.23705595026643	429	flu	incorrect
rSC	0.229373889875666	429	flu	incorrect
rInfSC	0.246913854351687	429	flu	incorrect
data	0.810325382752663	429	flu	incorrect
alpha	0.266718472468917	43	flu	incorrect
beta	0.236523090586146	43	flu	incorrect
rSC	0.225777087033748	43	flu	incorrect
rInfSC	0.250244227353464	43	flu	incorrect
data	0.806301248637575	43	flu	incorrect
alpha	0.285945825932504	430	flu	incorrect
beta	0.239542628774423	430	flu	incorrect
rSC	0.23705595026643	430	flu	incorrect
rInfSC	0.248778863232682	430	flu	incorrect
data	0.809026785825187	430	flu	incorrect
alpha	0.274800177619893	431	flu	incorrect
beta	0.238299289520426	431	flu	incorrect
rSC	0.23303730017762	431	flu	incorrect
rInfSC	0.243738898756661	431	flu	incorrect
data	0.808707368440773	431	flu	incorrect
alpha	0.2273756660746	432	flu	incorrect
beta	0.256283303730018	432	flu	incorrect
rSC	0.253463587921847	432	flu	incorrect
rInfSC	0.264031971580817	432	flu	incorrect
data	0.811707744995952	432	flu	incorrect
alpha	0.251731793960924	433	flu	incorrect
beta	0.237788632326821	433	flu	incorrect
rSC	0.243561278863233	433	flu	incorrect
rInfSC	0.254218472468917	433	flu	incorrect
data	0.811614803151531	433	flu	incorrect
alpha	0.247868561278863	434	flu	incorrect
beta	0.246292184724689	434	flu	incorrect
rSC	0.241563055062167	434	flu	incorrect
rInfSC	0.252952930728242	434	flu	incorrect
data	0.808645177931776	434	flu	incorrect
alpha	0.289698046181172	435	flu	incorrect
beta	0.242539964476021	435	flu	incorrect
rSC	0.24167406749556	435	flu	incorrect
rInfSC	0.254085257548845	435	flu	incorrect
data	0.809413223155554	435	flu	incorrect
alpha	0.249511545293073	436	flu	incorrect
beta	0.250643872113677	436	flu	incorrect
rSC	0.247380106571936	436	flu	incorrect
rInfSC	0.252930728241563	436	flu	incorrect
data	0.811220581705151	436	flu	incorrect
alpha	0.219604795737123	437	flu	incorrect
beta	0.246292184724689	437	flu	incorrect
rSC	0.236345470692718	437	flu	incorrect
rInfSC	0.257371225577265	437	flu	incorrect
data	0.808809001900309	437	flu	incorrect
alpha	0.245737122557726	438	flu	incorrect
beta	0.240830373001776	438	flu	incorrect
rSC	0.240719360568384	438	flu	incorrect
rInfSC	0.247491119005329	438	flu	incorrect
data	0.809503970698271	438	flu	incorrect
alpha	0.306460923623446	439	flu	incorrect
beta	0.242451154529307	439	flu	incorrect
rSC	0.232326820603908	439	flu	incorrect
rInfSC	0.255905861456483	439	flu	incorrect
data	0.808622960511496	439	flu	incorrect
alpha	0.283570159857904	44	flu	incorrect
beta	0.242939609236234	44	flu	incorrect
rSC	0.247291296625222	44	flu	incorrect
rInfSC	0.252775310834813	44	flu	incorrect
data	0.811506379532043	44	flu	incorrect
alpha	0.259258436944938	440	flu	incorrect
beta	0.238765541740675	440	flu	incorrect
rSC	0.235501776198934	440	flu	incorrect
rInfSC	0.250177619893428	440	flu	incorrect
data	0.808986160621484	440	flu	incorrect
alpha	0.249911190053286	441	flu	incorrect
beta	0.2375	441	flu	incorrect
rSC	0.234347246891652	441	flu	incorrect
rInfSC	0.252553285968028	441	flu	incorrect
data	0.808915977156809	441	flu	incorrect
alpha	0.24582593250444	442	flu	incorrect
beta	0.242073712255773	442	flu	incorrect
rSC	0.229795737122558	442	flu	incorrect
rInfSC	0.244626998223801	442	flu	incorrect
data	0.809002332351345	442	flu	incorrect
alpha	0.195248667850799	443	flu	incorrect
beta	0.247668738898757	443	flu	incorrect
rSC	0.252597690941385	443	flu	incorrect
rInfSC	0.255905861456483	443	flu	incorrect
data	0.812240956119118	443	flu	incorrect
alpha	0.262233570159858	444	flu	incorrect
beta	0.233947602131439	444	flu	incorrect
rSC	0.233148312611012	444	flu	incorrect
rInfSC	0.243405861456483	444	flu	incorrect
data	0.807042251960173	444	flu	incorrect
alpha	0.26711811722913	445	flu	incorrect
beta	0.231594138543517	445	flu	incorrect
rSC	0.230794849023091	445	flu	incorrect
rInfSC	0.240563943161634	445	flu	incorrect
data	0.806642959276063	445	flu	incorrect
alpha	0.299711367673179	446	flu	incorrect
beta	0.239187388987567	446	flu	incorrect
rSC	0.237522202486679	446	flu	incorrect
rInfSC	0.239542628774423	446	flu	incorrect
data	0.807277406923995	446	flu	incorrect
alpha	0.217451154529307	447	flu	incorrect
beta	0.245959147424512	447	flu	incorrect
rSC	0.253308170515098	447	flu	incorrect
rInfSC	0.265452930728242	447	flu	incorrect
data	0.813206004203361	447	flu	incorrect
alpha	0.238587921847247	448	flu	incorrect
beta	0.231327708703375	448	flu	incorrect
rSC	0.231261101243339	448	flu	incorrect
rInfSC	0.241740674955595	448	flu	incorrect
data	0.807194025297259	448	flu	incorrect
alpha	0.218650088809947	449	flu	incorrect
beta	0.249178507992895	449	flu	incorrect
rSC	0.251443161634103	449	flu	incorrect
rInfSC	0.26845026642984	449	flu	incorrect
data	0.813526871485686	449	flu	incorrect
alpha	0.324955595026643	45	flu	incorrect
beta	0.231594138543517	45	flu	incorrect
rSC	0.226753996447602	45	flu	incorrect
rInfSC	0.24211811722913	45	flu	incorrect
data	0.804417605719922	45	flu	incorrect
alpha	0.263010657193606	450	flu	incorrect
beta	0.236234458259325	450	flu	incorrect
rSC	0.235812611012433	450	flu	incorrect
rInfSC	0.243117229129663	450	flu	incorrect
data	0.808084741984535	450	flu	incorrect
alpha	0.388943161634103	451	flu	incorrect
beta	0.231172291296625	451	flu	incorrect
rSC	0.215208703374778	451	flu	incorrect
rInfSC	0.240208703374778	451	flu	incorrect
data	0.806348433120827	451	flu	incorrect
alpha	0.256571936056838	452	flu	incorrect
beta	0.240253108348135	452	flu	incorrect
rSC	0.242495559502664	452	flu	incorrect
rInfSC	0.251198934280639	452	flu	incorrect
data	0.808900450656702	452	flu	incorrect
alpha	0.220936944937833	453	flu	incorrect
beta	0.249888987566607	453	flu	incorrect
rSC	0.243583481349911	453	flu	incorrect
rInfSC	0.265075488454707	453	flu	incorrect
data	0.813194357570143	453	flu	incorrect
alpha	0.26085701598579	454	flu	incorrect
beta	0.233681172291297	454	flu	incorrect
rSC	0.232793072824156	454	flu	incorrect
rInfSC	0.243405861456483	454	flu	incorrect
data	0.808072841658266	454	flu	incorrect
alpha	0.223246003552398	455	flu	incorrect
beta	0.234103019538188	455	flu	incorrect
rSC	0.238454706927176	455	flu	incorrect
rInfSC	0.242495559502664	455	flu	incorrect
data	0.810264106121155	455	flu	incorrect
alpha	0.325266429840142	456	flu	incorrect
beta	0.23705595026643	456	flu	incorrect
rSC	0.237744227353464	456	flu	incorrect
rInfSC	0.249311722912966	456	flu	incorrect
data	0.809239638323813	456	flu	incorrect
alpha	0.250532859680284	457	flu	incorrect
beta	0.244160746003552	457	flu	incorrect
rSC	0.243072824156306	457	flu	incorrect
rInfSC	0.254817939609236	457	flu	incorrect
data	0.808318299188776	457	flu	incorrect
alpha	0.326243339253996	458	flu	incorrect
beta	0.234103019538188	458	flu	incorrect
rSC	0.225843694493783	458	flu	incorrect
rInfSC	0.2375	458	flu	incorrect
data	0.8039421706327	458	flu	incorrect
alpha	0.226665186500888	459	flu	incorrect
beta	0.24642539964476	459	flu	incorrect
rSC	0.239365008880995	459	flu	incorrect
rInfSC	0.252508880994671	459	flu	incorrect
data	0.813007515452523	459	flu	incorrect
alpha	0.24063055062167	46	flu	incorrect
beta	0.242673179396092	46	flu	incorrect
rSC	0.237699822380107	46	flu	incorrect
rInfSC	0.246292184724689	46	flu	incorrect
data	0.807703323589959	46	flu	incorrect
alpha	0.215563943161634	460	flu	incorrect
beta	0.251731793960924	460	flu	incorrect
rSC	0.246647424511545	460	flu	incorrect
rInfSC	0.265075488454707	460	flu	incorrect
data	0.812225898198605	460	flu	incorrect
alpha	0.274156305506217	461	flu	incorrect
beta	0.240230905861456	461	flu	incorrect
rSC	0.231216696269982	461	flu	incorrect
rInfSC	0.241718472468917	461	flu	incorrect
data	0.807467996241666	461	flu	incorrect
alpha	0.262011545293073	462	flu	incorrect
beta	0.245270870337478	462	flu	incorrect
rSC	0.234924511545293	462	flu	incorrect
rInfSC	0.247313499111901	462	flu	incorrect
data	0.808817131846865	462	flu	incorrect
alpha	0.218183836589698	463	flu	incorrect
beta	0.238943161634103	463	flu	incorrect
rSC	0.23601243339254	463	flu	incorrect
rInfSC	0.259147424511545	463	flu	incorrect
data	0.810498924273885	463	flu	incorrect
alpha	0.257393428063943	464	flu	incorrect
beta	0.242162522202487	464	flu	incorrect
rSC	0.232504440497336	464	flu	incorrect
rInfSC	0.254107460035524	464	flu	incorrect
data	0.808095496828363	464	flu	incorrect
alpha	0.313854351687389	465	flu	incorrect
beta	0.24196269982238	465	flu	incorrect
rSC	0.237300177619893	465	flu	incorrect
rInfSC	0.249666962699822	465	flu	incorrect
data	0.806943613974147	465	flu	incorrect
alpha	0.280306394316163	466	flu	incorrect
beta	0.243317051509769	466	flu	incorrect
rSC	0.242162522202487	466	flu	incorrect
rInfSC	0.248978685612789	466	flu	incorrect
data	0.808865035414722	466	flu	incorrect
alpha	0.232548845470693	467	flu	incorrect
beta	0.243761101243339	467	flu	incorrect
rSC	0.244582593250444	467	flu	incorrect
rInfSC	0.249467140319716	467	flu	incorrect
data	0.810853753527771	467	flu	incorrect
alpha	0.216496447602131	468	flu	incorrect
beta	0.25	468	flu	incorrect
rSC	0.23854351687389	468	flu	incorrect
rInfSC	0.250222024866785	468	flu	incorrect
data	0.810508906317784	468	flu	incorrect
alpha	0.283681172291297	469	flu	incorrect
beta	0.241096802841918	469	flu	incorrect
rSC	0.240719360568384	469	flu	incorrect
rInfSC	0.24702486678508	469	flu	incorrect
data	0.80980541087963	469	flu	incorrect
alpha	0.215097690941385	47	flu	incorrect
beta	0.24702486678508	47	flu	incorrect
rSC	0.24360568383659	47	flu	incorrect
rInfSC	0.255306394316163	47	flu	incorrect
data	0.811453770056289	47	flu	incorrect
alpha	0.187611012433393	470	flu	incorrect
beta	0.238432504440497	470	flu	incorrect
rSC	0.246225577264654	470	flu	incorrect
rInfSC	0.252353463587922	470	flu	incorrect
data	0.812634547809766	470	flu	incorrect
alpha	0.218650088809947	471	flu	incorrect
beta	0.242384547069272	471	flu	incorrect
rSC	0.243228241563055	471	flu	incorrect
rInfSC	0.243317051509769	471	flu	incorrect
data	0.80917843490866	471	flu	incorrect
alpha	0.232526642984014	472	flu	incorrect
beta	0.237166962699822	472	flu	incorrect
rSC	0.241718472468917	472	flu	incorrect
rInfSC	0.253685612788632	472	flu	incorrect
data	0.809258799689791	472	flu	incorrect
alpha	0.229063055062167	473	flu	incorrect
beta	0.236123445825933	473	flu	incorrect
rSC	0.233303730017762	473	flu	incorrect
rInfSC	0.24895648312611	473	flu	incorrect
data	0.808284309023012	473	flu	incorrect
alpha	0.274200710479574	474	flu	incorrect
beta	0.243272646536412	474	flu	incorrect
rSC	0.236389875666075	474	flu	incorrect
rInfSC	0.249711367673179	474	flu	incorrect
data	0.81041393073342	474	flu	incorrect
alpha	0.314653641207815	475	flu	incorrect
beta	0.239009769094139	475	flu	incorrect
rSC	0.235324156305506	475	flu	incorrect
rInfSC	0.247602131438721	475	flu	incorrect
data	0.807083255817337	475	flu	incorrect
alpha	0.259125222024867	476	flu	incorrect
beta	0.235790408525755	476	flu	incorrect
rSC	0.234902309058615	476	flu	incorrect
rInfSC	0.246047957371226	476	flu	incorrect
data	0.808026652046254	476	flu	incorrect
alpha	0.297757548845471	477	flu	incorrect
beta	0.234214031971581	477	flu	incorrect
rSC	0.23734458259325	477	flu	incorrect
rInfSC	0.247158081705151	477	flu	incorrect
data	0.80665428465812	477	flu	incorrect
alpha	0.231083481349911	478	flu	incorrect
beta	0.243361456483126	478	flu	incorrect
rSC	0.247979573712256	478	flu	incorrect
